image_number,R00,R01,R02,T1,R10,R11,R12,T2,R20,R21,R22,T3,fx,fy,cx,cy
737,0.98491555,-0.061705232,-0.16077812,-0.94074094,0.090235427,0.97997886,0.17670144,-0.50755596,0.14666812,-0.18857683,0.9708823,1.2196153,585.0,585.0,320.0,240.0
738,0.98635012,-0.066976458,-0.14947553,-0.93398076,0.093406677,0.97953814,0.17749481,-0.51070893,0.13453951,-0.18906705,0.97254193,1.223613,585.0,585.0,320.0,240.0
739,0.98649597,-0.06592951,-0.14897776,-0.93455356,0.092274748,0.97964042,0.17752223,-0.51037216,0.1342511,-0.18890482,0.97261316,1.2237087,585.0,585.0,320.0,240.0
740,0.98807609,-0.072330646,-0.13486551,-0.92785585,0.096446984,0.97843468,0.18189786,-0.51427388,0.11880847,-0.19276994,0.97386301,1.2268801,585.0,585.0,320.0,240.0
741,0.98876888,-0.082809657,-0.12326198,-0.92281634,0.10458454,0.97752893,0.18226993,-0.51758671,0.10540456,-0.19314781,0.97533005,1.2290533,585.0,585.0,320.0,240.0
742,0.98957622,-0.091028668,-0.11030453,-0.91836774,0.10974233,0.97781432,0.1776472,-0.51693958,0.091690391,-0.1879333,0.97773129,1.2307798,585.0,585.0,320.0,240.0
743,0.9905771,-0.097022429,-0.095172457,-0.91542,0.11302788,0.97689897,0.18059812,-0.52021724,0.075453363,-0.18968651,0.97878015,1.2341667,585.0,585.0,320.0,240.0
744,0.99059612,-0.09711919,-0.094872676,-0.91527414,0.11314542,0.97669333,0.1816328,-0.52145702,0.075022995,-0.19069234,0.97861749,1.2347828,585.0,585.0,320.0,240.0
745,0.99155384,-0.10075229,-0.079895526,-0.91253209,0.11391981,0.97642785,0.18257198,-0.52178597,0.059616867,-0.1901647,0.97977924,1.2353128,585.0,585.0,320.0,240.0
746,0.99143243,-0.10906282,-0.069854923,-0.90444547,0.12029503,0.97524685,0.18478075,-0.52743727,0.047970533,-0.19163415,0.98013234,1.2385103,585.0,585.0,320.0,240.0
747,0.99198425,-0.11256301,-0.054853965,-0.89966375,0.12062063,0.97656006,0.17748824,-0.52650124,0.033584815,-0.18271391,0.98243165,1.2388905,585.0,585.0,320.0,240.0
748,0.99184406,-0.11366143,-0.055122413,-0.89876926,0.12180278,0.97613662,0.17900178,-0.52788442,0.033456631,-0.18428801,0.98214179,1.2398144,585.0,585.0,320.0,240.0
749,0.99169999,-0.12022455,-0.042297132,-0.89713573,0.12589729,0.97566342,0.17874816,-0.52969962,0.019770987,-0.18262142,0.98282379,1.242203,585.0,585.0,320.0,240.0
750,0.99090677,-0.12903075,-0.034151085,-0.89475268,0.13309687,0.97431403,0.18087868,-0.53251904,0.0099266274,-0.18381128,0.98275077,1.2438235,585.0,585.0,320.0,240.0
751,0.9906075,-0.1332421,-0.025583897,-0.89155918,0.1356651,0.97433686,0.17883645,-0.53317803,0.0010890835,-0.18065901,0.98338467,1.2452319,585.0,585.0,320.0,240.0
752,0.99054742,-0.13369295,-0.025556955,-0.89107394,0.1361046,0.97409141,0.17983624,-0.53405589,0.00084223726,-0.18164639,0.98320305,1.245877,585.0,585.0,320.0,240.0
753,0.99005145,-0.13888656,-0.014810955,-0.89038604,0.13925023,0.9733457,0.18145767,-0.53802162,-0.010797355,-0.18174647,0.98312545,1.2487392,585.0,585.0,320.0,240.0
754,0.98959261,-0.14271832,-0.0069572306,-0.89033818,0.14158271,0.97289497,0.18206838,-0.54020363,-0.019228628,-0.18119004,0.9830994,1.2500411,585.0,585.0,320.0,240.0
755,0.98872215,-0.14879116,-0.00043125346,-0.88977647,0.14636469,0.97211981,0.18242562,-0.5433203,-0.026738033,-0.18046273,0.98305744,1.2522154,585.0,585.0,320.0,240.0
756,0.9888196,-0.14814286,-0.00017229334,-0.889494,0.14570321,0.97237486,0.18159324,-0.54255474,-0.026748154,-0.17961928,0.9832114,1.2517822,585.0,585.0,320.0,240.0
757,0.98845154,-0.1504204,0.0068713143,-0.88974637,0.14675027,0.9725883,0.17959529,-0.54342812,-0.033712782,-0.17654361,0.98355424,1.2524883,585.0,585.0,320.0,240.0
758,0.98775148,-0.15431108,0.015648814,-0.88883841,0.14904498,0.97228181,0.17936461,-0.54604709,-0.042909455,-0.17486572,0.98349559,1.254331,585.0,585.0,320.0,240.0
759,0.98700237,-0.1578346,0.02497641,-0.89008719,0.15079464,0.97168773,0.18111224,-0.54816681,-0.05287303,-0.17502236,0.98298234,1.2558948,585.0,585.0,320.0,240.0
760,0.98684663,-0.15899281,0.023752028,-0.88760424,0.15209779,0.97130167,0.1820899,-0.54911602,-0.052039221,-0.17611282,0.98283201,1.2567145,585.0,585.0,320.0,240.0
761,0.98567772,-0.16504769,0.030121634,-0.88899583,0.15703671,0.97081864,0.18046543,-0.55027807,-0.059046999,-0.17318068,0.98295689,1.2564205,585.0,585.0,320.0,240.0
762,0.98467177,-0.17027275,0.03371739,-0.88802379,0.16183192,0.97080612,0.17624672,-0.55038375,-0.062762618,-0.16811793,0.98360527,1.2570739,585.0,585.0,320.0,240.0
763,0.98401433,-0.17146295,0.044986498,-0.890037,0.16127014,0.97126931,0.17419748,-0.54842722,-0.073583655,-0.16418648,0.98351932,1.2574729,585.0,585.0,320.0,240.0
764,0.98388481,-0.17241931,0.044154059,-0.88780308,0.16223176,0.97081918,0.17580616,-0.55043298,-0.073199145,-0.16583876,0.9832707,1.2584325,585.0,585.0,320.0,240.0
765,0.98302478,-0.17466728,0.05348378,-0.88998377,0.16276778,0.9704327,0.17743522,-0.54967499,-0.082917191,-0.16574667,0.98251444,1.2579495,585.0,585.0,320.0,240.0
766,0.98151571,-0.18044187,0.061435342,-0.89126945,0.16715495,0.9696908,0.1774109,-0.54950845,-0.091609657,-0.16389093,0.98205352,1.257118,585.0,585.0,320.0,240.0
767,0.98001462,-0.18547219,0.069840878,-0.89063048,0.17118061,0.9697544,0.17317364,-0.54836547,-0.099872723,-0.1577848,0.98224789,1.2555501,585.0,585.0,320.0,240.0
768,0.9792285,-0.18544544,0.080172114,-0.89100724,0.16973668,0.97035271,0.17123243,-0.5483588,-0.10957636,-0.15409441,0.98179919,1.2553871,585.0,585.0,320.0,240.0
769,0.97921693,-0.18505168,0.081215255,-0.89187926,0.16927792,0.97057933,0.17039971,-0.54741234,-0.11038559,-0.15313707,0.98185819,1.2549368,585.0,585.0,320.0,240.0
770,0.97764295,-0.18862878,0.091319121,-0.88778108,0.17125563,0.97020739,0.17054082,-0.54761481,-0.12079599,-0.15111546,0.98094553,1.2544311,585.0,585.0,320.0,240.0
771,0.97554529,-0.19520193,0.09956459,-0.89013332,0.17672682,0.96948606,0.16905449,-0.54596907,-0.12955618,-0.14735024,0.98040032,1.2523645,585.0,585.0,320.0,240.0
772,0.97315824,-0.20302553,0.10699938,-0.88600457,0.18358509,0.96843481,0.16776553,-0.54434592,-0.13771383,-0.14364395,0.97983831,1.2510804,585.0,585.0,320.0,240.0
773,0.97310972,-0.20302972,0.1074309,-0.88576609,0.18342409,0.96833944,0.16849023,-0.54515469,-0.13826941,-0.1442792,0.97966659,1.2516737,585.0,585.0,320.0,240.0
774,0.97079194,-0.20814019,0.11809077,-0.8834269,0.1870272,0.96772188,0.16807671,-0.54319084,-0.14929551,-0.14110588,0.97850984,1.2502627,585.0,585.0,320.0,240.0
775,0.96776152,-0.21545464,0.12931144,-0.8841725,0.19272156,0.96659613,0.16812098,-0.54303026,-0.16124922,-0.13780384,0.97708261,1.248173,585.0,585.0,320.0,240.0
776,0.96529835,-0.2202121,0.13931949,-0.88432169,0.19668192,0.96638894,0.16469046,-0.54005474,-0.17094003,-0.13159662,0.97629064,1.2462399,585.0,585.0,320.0,240.0
777,0.96524036,-0.22031902,0.13955106,-0.88387817,0.19679159,0.96639949,0.16449732,-0.53999811,-0.17114039,-0.13133973,0.97628999,1.2460643,585.0,585.0,320.0,240.0
778,0.96287352,-0.224567,0.14882116,-0.88151979,0.19950092,0.96555793,0.16616574,-0.53955656,-0.18104878,-0.13032915,0.97463691,1.2457669,585.0,585.0,320.0,240.0
779,0.95995009,-0.22799516,0.16191678,-0.87988126,0.20079349,0.96493274,0.16822729,-0.53864354,-0.19463387,-0.12900013,0.97219235,1.2443628,585.0,585.0,320.0,240.0
780,0.95652527,-0.23126954,0.17685103,-0.88050848,0.20174456,0.96442854,0.16997124,-0.53895748,-0.20991176,-0.12692481,0.96928263,1.2424717,585.0,585.0,320.0,240.0
781,0.95377201,-0.23511438,0.18639213,-0.88343686,0.20513763,0.96429807,0.16661708,-0.53640139,-0.21895544,-0.12069939,0.96807635,1.2396119,585.0,585.0,320.0,240.0
782,0.95365959,-0.23549612,0.18648419,-0.88169897,0.20553379,0.96423018,0.1665207,-0.53646237,-0.21907246,-0.12049598,0.96807504,1.2394189,585.0,585.0,320.0,240.0
783,0.95014,-0.24416192,0.19318473,-0.88254893,0.2138803,0.9627136,0.1647746,-0.5354799,-0.22625819,-0.11526031,0.96705914,1.2373662,585.0,585.0,320.0,240.0
784,0.94714361,-0.24879724,0.20179212,-0.87965924,0.21768896,0.96195376,0.16422255,-0.53574514,-0.23501913,-0.11163355,0.96539366,1.2361748,585.0,585.0,320.0,240.0
785,0.94304907,-0.25026715,0.21846142,-0.87758934,0.21733907,0.96208662,0.16390643,-0.53438973,-0.25124803,-0.10710989,0.96181244,1.2353686,585.0,585.0,320.0,240.0
786,0.93920314,-0.25262097,0.23190525,-0.87566578,0.21832207,0.96191519,0.1636056,-0.53283405,-0.26445425,-0.10304644,0.95871097,1.2327446,585.0,585.0,320.0,240.0
787,0.93534315,-0.25759131,0.24182564,-0.87683588,0.22278503,0.961151,0.16207318,-0.53268832,-0.27423203,-0.097735517,0.95651788,1.230873,585.0,585.0,320.0,240.0
788,0.93111634,-0.26118031,0.25398171,-0.87442273,0.22620387,0.96089709,0.15881018,-0.53055835,-0.28558257,-0.090434462,0.95391107,1.2289972,585.0,585.0,320.0,240.0
789,0.9272579,-0.26035544,0.26852673,-0.87272781,0.22386873,0.96140236,0.15905987,-0.52913439,-0.2996307,-0.087389506,0.9498772,1.2277591,585.0,585.0,320.0,240.0
790,0.9274289,-0.26016751,0.2681179,-0.87061024,0.22353773,0.96138716,0.15961583,-0.52961814,-0.29934824,-0.088112749,0.94989938,1.2282405,585.0,585.0,320.0,240.0
791,0.92237252,-0.26468223,0.28083822,-0.87417519,0.22713071,0.960594,0.15931742,-0.52783442,-0.31199825,-0.083177023,0.94626671,1.225503,585.0,585.0,320.0,240.0
792,0.91732603,-0.2727108,0.28954953,-0.86647075,0.23556371,0.95896471,0.15686639,-0.52604967,-0.3205066,-0.075702995,0.94404781,1.2234751,585.0,585.0,320.0,240.0
793,0.91232723,-0.27850547,0.29965058,-0.85251993,0.24067563,0.95763141,0.15724923,-0.52375835,-0.33081096,-0.071356133,0.9408263,1.2240498,585.0,585.0,320.0,240.0
794,0.90554976,-0.28509098,0.31368589,-0.8450318,0.2445665,0.95575356,0.16257823,-0.52285999,-0.34621978,-0.070517406,0.9353295,1.224418,585.0,585.0,320.0,240.0
795,0.89930892,-0.29226774,0.32483628,-0.83794194,0.24997045,0.95375574,0.16605309,-0.52195925,-0.35841209,-0.068144858,0.93090242,1.2234058,585.0,585.0,320.0,240.0
796,0.89932823,-0.29209781,0.32493514,-0.83754957,0.24945047,0.95374125,0.16691537,-0.52297807,-0.35872552,-0.069067948,0.93071365,1.2244023,585.0,585.0,320.0,240.0
797,0.89454097,-0.29612958,0.33436227,-0.83428937,0.25299209,0.95279813,0.16696995,-0.52053243,-0.36809188,-0.064781129,0.92735869,1.2233618,585.0,585.0,320.0,240.0
798,0.88827628,-0.30196157,0.34565648,-0.83129722,0.25675461,0.95107514,0.17100053,-0.51946962,-0.38045016,-0.063157104,0.92247021,1.2239501,585.0,585.0,320.0,240.0
799,0.88246948,-0.30744359,0.35555509,-0.82762665,0.2599152,0.94934756,0.17575797,-0.5195002,-0.39165217,-0.062697038,0.91780198,1.2232302,585.0,585.0,320.0,240.0
800,0.87664944,-0.31243879,0.36545923,-0.82405645,0.2636615,0.94791454,0.17789792,-0.51861328,-0.40207916,-0.059606176,0.9134891,1.2223549,585.0,585.0,320.0,240.0
801,0.87051386,-0.31721333,0.37586355,-0.82125354,0.26782995,0.94661844,0.17857006,-0.5176785,-0.41251862,-0.054788936,0.90912569,1.2218746,585.0,585.0,320.0,240.0
802,0.8654958,-0.31847748,0.38623884,-0.81213146,0.2679331,0.94633919,0.17988969,-0.51576489,-0.42287996,-0.052215852,0.90450478,1.2227724,585.0,585.0,320.0,240.0
803,0.85902125,-0.32062802,0.39871103,-0.80799526,0.26774451,0.94568068,0.18359409,-0.51546651,-0.43599701,-0.05096649,0.89832723,1.2239512,585.0,585.0,320.0,240.0
804,0.85280561,-0.32313955,0.40986922,-0.80245054,0.26774225,0.94485396,0.18780385,-0.51431245,-0.44803375,-0.050428677,0.89241552,1.2240773,585.0,585.0,320.0,240.0
805,0.84705544,-0.32610539,0.41933411,-0.7932108,0.26869601,0.94389236,0.19124408,-0.51329333,-0.45825398,-0.04932851,0.88727266,1.2242794,585.0,585.0,320.0,240.0
806,0.8404364,-0.33115625,0.42859119,-0.78300029,0.27284086,0.9423334,0.19305402,-0.51168531,-0.46789047,-0.045319289,0.88244414,1.2246406,585.0,585.0,320.0,240.0
807,0.84013981,-0.32963121,0.4303441,-0.77408332,0.27112353,0.94286519,0.19287616,-0.51118565,-0.46941841,-0.045373384,0.88162935,1.2266283,585.0,585.0,320.0,240.0
808,0.83399361,-0.33298117,0.43961945,-0.76789784,0.27269429,0.94177246,0.1959741,-0.50907212,-0.47936279,-0.043565951,0.87635392,1.2277465,585.0,585.0,320.0,240.0
809,0.82789451,-0.33787641,0.44734356,-0.76295775,0.27439046,0.93997896,0.20211957,-0.50884104,-0.48887214,-0.044593599,0.87103277,1.2276834,585.0,585.0,320.0,240.0
810,0.82174867,-0.34176525,0.45564371,-0.76266515,0.27700031,0.93869901,0.20449398,-0.50927609,-0.49768978,-0.041835416,0.86616254,1.2268537,585.0,585.0,320.0,240.0
811,0.81585538,-0.34410435,0.46438932,-0.76321793,0.27869758,0.93800139,0.2053872,-0.50686395,-0.5063622,-0.038147576,0.86129266,1.2265869,585.0,585.0,320.0,240.0
812,0.80934,-0.34947899,0.47171813,-0.76082003,0.28163779,0.93604594,0.21023919,-0.50569963,-0.5151152,-0.037306633,0.85612357,1.2269946,585.0,585.0,320.0,240.0
813,0.80388469,-0.35581225,0.47628939,-0.76184624,0.28706339,0.93376356,0.21303128,-0.50578153,-0.52063286,-0.034532122,0.85289627,1.2245512,585.0,585.0,320.0,240.0
814,0.79805803,-0.35743517,0.48479632,-0.76173586,0.28792825,0.93325883,0.21407315,-0.50586957,-0.52905107,-0.031260408,0.84782708,1.2247175,585.0,585.0,320.0,240.0
815,0.79170287,-0.35981441,0.4933798,-0.75988239,0.28922462,0.932441,0.21588136,-0.50368339,-0.53781945,-0.028219892,0.84239948,1.2246383,585.0,585.0,320.0,240.0
816,0.78519666,-0.36489055,0.50000411,-0.76276195,0.29193953,0.9304958,0.22056764,-0.50459784,-0.54583079,-0.02722141,0.8372637,1.2253215,585.0,585.0,320.0,240.0
817,0.77968317,-0.36930358,0.50536233,-0.76293641,0.29553291,0.92883277,0.22277993,-0.50392765,-0.55176765,-0.024349384,0.83345199,1.2250915,585.0,585.0,320.0,240.0
818,0.77327299,-0.37305295,0.51240802,-0.76014221,0.29800901,0.92740077,0.22543062,-0.50330931,-0.55940348,-0.021619523,0.82842201,1.2246479,585.0,585.0,320.0,240.0
819,0.7668404,-0.37438524,0.52103001,-0.76097649,0.29673153,0.92687339,0.22925168,-0.50298613,-0.56885701,-0.021195607,0.82197022,1.2239276,585.0,585.0,320.0,240.0
820,0.75970542,-0.37681326,0.52965969,-0.76409954,0.29650429,0.92590946,0.23340239,-0.50402278,-0.57846725,-0.020272683,0.81525904,1.2241223,585.0,585.0,320.0,240.0
821,0.75406998,-0.37974444,0.53558606,-0.76438659,0.29904386,0.92478126,0.23463127,-0.5042206,-0.58450198,-0.016766014,0.81102341,1.2223687,585.0,585.0,320.0,240.0
822,0.74961162,-0.38082412,0.5410496,-0.76579332,0.29981366,0.92438149,0.23522338,-0.50395161,-0.589818,-0.014112876,0.80721641,1.2202227,585.0,585.0,320.0,240.0
823,0.74280065,-0.38412923,0.54806054,-0.76488107,0.30250296,0.92306435,0.23694639,-0.50495112,-0.59701729,-0.010214057,0.80196548,1.2184407,585.0,585.0,320.0,240.0
824,0.7369715,-0.3859401,0.55461794,-0.76473701,0.30546933,0.9223544,0.2359024,-0.50459778,-0.60270351,-0.00443359,0.79775393,1.2157177,585.0,585.0,320.0,240.0
825,0.73202103,-0.38589904,0.56116325,-0.76453787,0.3048161,0.92237973,0.2366474,-0.50458235,-0.60903347,-0.0021778934,0.79294115,1.2129858,585.0,585.0,320.0,240.0
826,0.72558105,-0.38760883,0.56830257,-0.76498812,0.30640441,0.92166299,0.2373869,-0.50509846,-0.61590379,0.0018891644,0.78761733,1.2106438,585.0,585.0,320.0,240.0
827,0.71955556,-0.38952938,0.57461524,-0.7636252,0.3094736,0.92082393,0.23666041,-0.5045687,-0.62141371,0.0075411284,0.78324348,1.2074412,585.0,585.0,320.0,240.0
828,0.71343088,-0.39089978,0.58128256,-0.76407665,0.31039187,0.92021108,0.23783818,-0.50331229,-0.62798268,0.010748084,0.77794898,1.2045389,585.0,585.0,320.0,240.0
829,0.70840609,-0.3938193,0.58544213,-0.76268703,0.31286567,0.9189294,0.23954567,-0.5053581,-0.63242757,0.013473432,0.77429718,1.2010067,585.0,585.0,320.0,240.0
830,0.7039755,-0.39247403,0.59165621,-0.76339257,0.31481045,0.91937155,0.2352628,-0.50367194,-0.636397,0.020645915,0.77087915,1.1964002,585.0,585.0,320.0,240.0
831,0.69813609,-0.39426985,0.5973537,-0.7621575,0.31744495,0.91848266,0.23519446,-0.50293088,-0.64150065,0.025435718,0.76649344,1.1937529,585.0,585.0,320.0,240.0
832,0.69519985,-0.39548948,0.59996587,-0.76182872,0.31975785,0.91785771,0.23449905,-0.50374305,-0.64353716,0.028827326,0.76466382,1.1899564,585.0,585.0,320.0,240.0
833,0.6918481,-0.39458054,0.60442179,-0.7604124,0.32022837,0.91812629,0.23279993,-0.50419956,-0.64690626,0.032498684,0.76166785,1.1857764,585.0,585.0,320.0,240.0
834,0.68780476,-0.39232621,0.61047328,-0.76146853,0.31967774,0.91893268,0.23036149,-0.50638813,-0.6514737,0.036719602,0.75757188,1.1822964,585.0,585.0,320.0,240.0
835,0.68566716,-0.38781697,0.61573625,-0.76183337,0.32037696,0.92050713,0.22298597,-0.5052346,-0.65338063,0.044383556,0.75551653,1.1785127,585.0,585.0,320.0,240.0
836,0.68293244,-0.38742688,0.619012,-0.76144725,0.32386279,0.92032051,0.21867877,-0.50680363,-0.65452498,0.051143393,0.7540971,1.1746502,585.0,585.0,320.0,240.0
837,0.68158531,-0.38302174,0.62322354,-0.76052254,0.32504043,0.92170602,0.2109599,-0.51038074,-0.65534484,0.058798354,0.75282598,1.1703805,585.0,585.0,320.0,240.0
838,0.67988741,-0.37505415,0.6298877,-0.76084065,0.32438204,0.92433017,0.20021886,-0.5089348,-0.6574313,0.068212353,0.75020814,1.1659933,585.0,585.0,320.0,240.0
839,0.67774314,-0.36899877,0.63574708,-0.76252151,0.32242456,0.92635471,0.19392556,-0.50974131,-0.66060042,0.07356412,0.74691129,1.1637073,585.0,585.0,320.0,240.0
840,0.6774534,-0.36318716,0.63939172,-0.76455539,0.3213298,0.92820579,0.18675824,-0.51097244,-0.66143036,0.078952022,0.74562538,1.1596435,585.0,585.0,320.0,240.0
841,0.67690331,-0.35627732,0.64384586,-0.76366687,0.31967634,0.93035883,0.17870919,-0.51115358,-0.66279304,0.084870912,0.74376273,1.1555395,585.0,585.0,320.0,240.0
842,0.67586434,-0.34854895,0.64914519,-0.76310217,0.31651202,0.9328298,0.17130727,-0.51043808,-0.66536683,0.089700207,0.74089229,1.1512352,585.0,585.0,320.0,240.0
843,0.67394191,-0.34474507,0.65316248,-0.76555294,0.31782609,0.93355817,0.16478153,-0.51062608,-0.66668904,0.096558601,0.73883879,1.1495736,585.0,585.0,320.0,240.0
844,0.6738866,-0.34223357,0.65453875,-0.76603168,0.32058537,0.93376231,0.15814602,-0.51351541,-0.66542268,0.1032839,0.73907083,1.1454387,585.0,585.0,320.0,240.0
845,0.67303216,-0.33774552,0.65774089,-0.76608932,0.32304028,0.93438375,0.1492285,-0.51317543,-0.66509998,0.11206371,0.7380814,1.1411428,585.0,585.0,320.0,240.0
846,0.67275381,-0.33254251,0.66066992,-0.76626754,0.32250261,0.93561709,0.14251308,-0.51319742,-0.66564214,0.11721496,0.73679149,1.1380301,585.0,585.0,320.0,240.0
847,0.67351985,-0.32655185,0.66287345,-0.76666844,0.31961259,0.9374249,0.13703847,-0.51634109,-0.66626078,0.11958843,0.73585016,1.1349638,585.0,585.0,320.0,240.0
848,0.67285424,-0.31907976,0.66717386,-0.76740617,0.3180218,0.93918449,0.12842157,-0.51563525,-0.66769284,0.1257918,0.73351419,1.1311573,585.0,585.0,320.0,240.0
849,0.67339283,-0.30979618,0.6709941,-0.77094346,0.31710723,0.94107914,0.11623416,-0.51727146,-0.66758448,0.13453245,0.73206019,1.1246459,585.0,585.0,320.0,240.0
850,0.67504632,-0.30340832,0.67224985,-0.76898515,0.31774625,0.94206041,0.10609643,-0.51750588,-0.66560739,0.14201285,0.73244733,1.121408,585.0,585.0,320.0,240.0
851,0.67565346,-0.29795805,0.67407471,-0.77230531,0.31616506,0.94325626,0.10001967,-0.51761061,-0.66574401,0.14556897,0.73162448,1.1189077,585.0,585.0,320.0,240.0
852,0.6790067,-0.2856057,0.67604887,-0.77628225,0.31424674,0.94547588,0.083790191,-0.51911038,-0.66323584,0.15558262,0.73184144,1.1131581,585.0,585.0,320.0,240.0
853,0.68077868,-0.28056937,0.67637539,-0.7766335,0.31276828,0.94647801,0.077790461,-0.51936996,-0.66211694,0.1586218,0.73220193,1.1096165,585.0,585.0,320.0,240.0
854,0.68265098,-0.27420795,0.67709655,-0.77675474,0.31028727,0.94782746,0.070998758,-0.52144402,-0.66135597,0.16165873,0.73222542,1.1066475,585.0,585.0,320.0,240.0
855,0.6853922,-0.26160502,0.67930984,-0.78193146,0.30693781,0.94991386,0.056114383,-0.52039307,-0.66008222,0.17007875,0.73146677,1.1022214,585.0,585.0,320.0,240.0
856,0.68661141,-0.25694048,0.67985857,-0.78250414,0.30443054,0.95095813,0.051928394,-0.52170593,-0.65997601,0.17134862,0.73126584,1.1004362,585.0,585.0,320.0,240.0
857,0.68978912,-0.25144595,0.67869478,-0.78371179,0.30339301,0.95167917,0.044215489,-0.52110195,-0.65713376,0.17544618,0.73285186,1.0963585,585.0,585.0,320.0,240.0
858,0.69169801,-0.2451006,0.67907274,-0.78962278,0.3017357,0.95253521,0.036442887,-0.52104002,-0.65588886,0.17972815,0.73292923,1.0961534,585.0,585.0,320.0,240.0
859,0.69492859,-0.23347652,0.67986923,-0.79019147,0.29488927,0.95500392,0.026526904,-0.52314007,-0.65558743,0.18208751,0.73261631,1.0915561,585.0,585.0,320.0,240.0
860,0.69700402,-0.22670582,0.68003571,-0.7941485,0.29142219,0.9562248,0.020073023,-0.52024186,-0.65493387,0.18422256,0.73266685,1.0901707,585.0,585.0,320.0,240.0
861,0.69795156,-0.22461565,0.679757,-0.79494756,0.29018781,0.95663863,0.018139074,-0.52081424,-0.65447229,0.18463309,0.73297554,1.0883398,585.0,585.0,320.0,240.0
862,0.70250553,-0.22208178,0.67588711,-0.79840893,0.2890555,0.95705074,0.014013812,-0.52263671,-0.65008599,0.18556041,0.73663533,1.0856651,585.0,585.0,320.0,240.0
863,0.7038672,-0.21902858,0.6754663,-0.79780829,0.287976,0.95742244,0.010359485,-0.5199911,-0.64909106,0.18726303,0.73708141,1.082821,585.0,585.0,320.0,240.0
864,0.70521832,-0.21817364,0.6743325,-0.79859585,0.28532955,0.95820016,0.011605226,-0.51813203,-0.64879292,0.18425897,0.73810011,1.0823356,585.0,585.0,320.0,240.0
865,0.70676935,-0.22058299,0.67192048,-0.80169225,0.28550383,0.95811307,0.014212059,-0.51875764,-0.64702606,0.18182701,0.74025095,1.0797702,585.0,585.0,320.0,240.0
866,0.70830095,-0.22203919,0.66982496,-0.79829323,0.28532991,0.95813859,0.015878988,-0.51678967,-0.64542598,0.17990939,0.74211389,1.0778269,585.0,585.0,320.0,240.0
867,0.70941216,-0.22440639,0.66785699,-0.79740351,0.28447571,0.95831925,0.019814918,-0.51808655,-0.64458185,0.17596684,0.74379075,1.0756638,585.0,585.0,320.0,240.0
868,0.70977151,-0.22349352,0.6677807,-0.79713368,0.28312051,0.95871788,0.019927811,-0.51653999,-0.64478248,0.17495285,0.74385607,1.0745083,585.0,585.0,320.0,240.0
869,0.71103299,-0.22594103,0.66561145,-0.79501462,0.28286028,0.95871949,0.023259804,-0.51303536,-0.64350533,0.1717706,0.74570107,1.0720425,585.0,585.0,320.0,240.0
870,0.71183342,-0.22854716,0.66386378,-0.79743594,0.28333405,0.95850456,0.026161401,-0.51165104,-0.64241087,0.16950634,0.74716127,1.0728562,585.0,585.0,320.0,240.0
871,0.71438366,-0.23146659,0.66010243,-0.79221994,0.28150991,0.95887935,0.031560335,-0.51270783,-0.64037877,0.16331172,0.75027859,1.0706902,585.0,585.0,320.0,240.0
872,0.71652305,-0.23148562,0.65777278,-0.79275572,0.28005147,0.95927447,0.032511879,-0.51098776,-0.6386255,0.16094686,0.75228125,1.069693,585.0,585.0,320.0,240.0
873,0.72492534,-0.2337451,0.64769,-0.78868705,0.28038526,0.95918304,0.032324735,-0.50725138,-0.6289227,0.15820141,0.76098716,1.0677457,585.0,585.0,320.0,240.0
874,0.73044676,-0.2335507,0.64152753,-0.78800112,0.27841321,0.95975524,0.032385159,-0.50422972,-0.62338585,0.1549852,0.76618677,1.0655811,585.0,585.0,320.0,240.0
875,0.73503888,-0.23222785,0.63674462,-0.78486663,0.27370051,0.96103477,0.034533463,-0.50431478,-0.62006587,0.1489239,0.77007246,1.063959,585.0,585.0,320.0,240.0
876,0.74544072,-0.22834636,0.62596458,-0.78122127,0.26815224,0.96269053,0.031832248,-0.49844131,-0.60998994,0.14415388,0.77897543,1.0591663,585.0,585.0,320.0,240.0
877,0.75109762,-0.2301175,0.61850941,-0.78016734,0.26961234,0.96232212,0.03061001,-0.49729133,-0.60235924,0.14379574,0.78495628,1.0546814,585.0,585.0,320.0,240.0
878,0.75869316,-0.22877198,0.60967499,-0.77544856,0.26860762,0.96271187,0.026967587,-0.49417004,-0.59321952,0.14333218,0.79196966,1.050455,585.0,585.0,320.0,240.0
879,0.76289552,-0.22688036,0.60512054,-0.77047825,0.26434669,0.96385831,0.028097378,-0.49242336,-0.58973354,0.13855435,0.79541576,1.0474267,585.0,585.0,320.0,240.0
880,0.76812112,-0.22116044,0.60061067,-0.76958966,0.25605014,0.96609056,0.02826187,-0.48948807,-0.58660257,0.13210478,0.79882067,1.0420955,585.0,585.0,320.0,240.0
881,0.77565747,-0.22053452,0.59107989,-0.76445109,0.25607485,0.96618837,0.024434056,-0.48427528,-0.57658941,0.1324352,0.80602342,1.0308844,585.0,585.0,320.0,240.0
882,0.78275353,-0.21700242,0.58297706,-0.76068598,0.25396433,0.96686947,0.018890558,-0.47952798,-0.5678671,0.13329586,0.81205094,1.0248379,585.0,585.0,320.0,240.0
883,0.78893811,-0.21640536,0.57480478,-0.75620961,0.25256082,0.96726292,0.017496748,-0.47798964,-0.55987787,0.13139619,0.81788683,1.0183328,585.0,585.0,320.0,240.0
